Wind,JerlovType,a,b
1,III,1.12720264890747,0.0162276287597016
1,IC,1.0519546949333,0.0201353627375485
1,3C,0.956136498453408,0.0278379646205478
1,5C,0.851976435800198,0.0375135472419878
1,7C,0.79801802876399,0.0397702324922167
1,9C,0.78699701220344,0.0393165888518319
3,III,1.12281211313248,0.0162561833972615
3,IC,1.05045653368154,0.0200057374249155
3,3C,0.956211401865227,0.0276891553996811
3,5C,0.853674518031389,0.037312327380465
3,7C,0.797968742578939,0.0398641019729612
3,9C,0.786778506158293,0.039350866238487
5,III,1.13638700561878,0.0156790885530404
5,IC,1.06512593958243,0.0194273951611324
5,3C,0.970719017002389,0.0270256305903987
5,5C,0.86119120508597,0.0373113890567678
5,7C,0.802116668421935,0.0397498648557037
5,9C,0.789444144607413,0.0393616507219488
7,III,1.15410306296851,0.0149419174635007
7,IC,1.08153572278749,0.018744039765127
7,3C,0.985163683483193,0.0266195291533058
7,5C,0.871041463298754,0.0371014702362265
7,7C,0.805193790227902,0.039950205155927
7,9C,0.790289803609577,0.0404037339759559
9,III,1.15844267741018,0.0147693613522012
9,IC,1.08538470711953,0.0186870031973911
9,3C,0.990310905174362,0.0263005793534785
9,5C,0.872387059411133,0.0371088020133619
9,7C,0.806236085229025,0.0400183547482697
9,9C,0.790843034507458,0.0401960881149458
