Wind,Kd,a,b
1,0.06,0.00329276900924681,0.00629467194019
1,0.07,0.00331216898449455,0.00739886088583452
1,0.08,0.00332083291172406,0.00776935975279333
1,0.09,0.00333556629930602,0.00788184667062217
1,0.1,0.00337270886193379,0.00731493572629637
1,0.11,0.0034532515030353,0.00649315262129776
1,0.12,0.00343711375226469,0.00654617814312255
1,0.13,0.00344473477029052,0.00652298181733708
1,0.14,0.00350767285285845,0.00544801155636042
1,0.15,0.00352017621679246,0.00551506468741679
1,0.16,0.00359353075615008,0.00485973034800281
1,0.17,0.00361360259103507,0.00446784633796035
1,0.18,0.00364210677970966,0.00422299495671219
1,0.19,0.00374366083457156,0.00358313776953169
1,0.2,0.00360765172437715,0.00404593082486873
1,0.21,0.00377317392384661,0.00322012693757605
1,0.22,0.00366510506293274,0.00356325449785944
1,0.23,0.00375337554187105,0.00278532105784875
1,0.24,0.00360470702515126,0.00351838455095883
1,0.25,0.00375064005031242,0.00315988295616199
1,0.26,0.00370592195804274,0.00291008546993475
1,0.27,0.00386899458114427,0.00243358115642383
1,0.28,0.00370889364125101,0.00244521623802151
1,0.29,0.00367538876103903,0.00255589644417494
1,0.3,0.00375113200086778,0.00244435936138469
1,0.31,0.0037029492377391,0.00259538762708724
1,0.32,0.00362187075827598,0.0029693950269682
1,0.33,0.00381296206936977,0.00203200252528523
1,0.34,0.00374276313058124,0.00198565028159971
1,0.35,0.00377105101813335,0.00233669870303548
1,0.36,0.00371197212713525,0.001968447904062
2,0.06,0.00902879815670271,0.0226146017791586
2,0.07,0.00891090300570509,0.0253687057889653
2,0.08,0.00915340512108298,0.0226086686545426
2,0.09,0.00912109905753598,0.024649919423712
2,0.1,0.0093163693317281,0.0201295928415441
2,0.11,0.00929328119322885,0.0202486655055772
2,0.12,0.00920618309096643,0.0213255181326273
2,0.13,0.00941107138839514,0.0186867859528269
2,0.14,0.00959672262092112,0.016172889367475
2,0.15,0.00940929055201076,0.0167394806944039
2,0.16,0.00939896960117992,0.0165900658741839
2,0.17,0.00973449823929004,0.0135324892655519
2,0.18,0.00949941123524543,0.0142988560450344
2,0.19,0.00973157269093836,0.0130682867482615
2,0.2,0.00982593860402261,0.0113420467230189
2,0.21,0.00997337105468001,0.0105790913172932
2,0.22,0.00963297286912019,0.0116253992926473
2,0.23,0.00984720528137564,0.0102146773582511
2,0.24,0.00935908117871229,0.0113419579890066
2,0.25,0.00972678109790852,0.00987959947939994
2,0.26,0.00966211211976987,0.00983326610039795
2,0.27,0.00978578637473622,0.00886119257502269
2,0.28,0.00957791663048194,0.0097532256842299
2,0.29,0.00934001025130199,0.00999546610826862
2,0.3,0.00951364363354723,0.00882297024416685
2,0.31,0.00967185002676312,0.00861768281967066
2,0.32,0.0092096347086446,0.00957763702285469
2,0.33,0.00955029226529102,0.00814472189449127
2,0.34,0.00964756677896109,0.00779193315915762
2,0.35,0.0093661329776596,0.00823081210798601
2,0.36,0.00946279732431337,0.00785878910061133
3,0.06,0.0112148165168246,0.0263355875314197
3,0.07,0.0112201230733366,0.0292083288657002
3,0.08,0.0112521406577601,0.0280087821148009
3,0.09,0.0111105790801048,0.0293302815783609
3,0.1,0.0113900596269413,0.0271961246764677
3,0.11,0.011471221491341,0.0246127347225798
3,0.12,0.0114359860873749,0.0238397052865584
3,0.13,0.0114721354019947,0.0239214444216652
3,0.14,0.0115953081615388,0.0220716298930645
3,0.15,0.0119284588556135,0.0191136223871222
3,0.16,0.0117957181537501,0.0186252686913956
3,0.17,0.0117986002684274,0.0184614195930632
3,0.18,0.0117877142638002,0.0184664864694128
3,0.19,0.0119038871836468,0.0163596624005558
3,0.2,0.0119728135796851,0.0154370153623768
3,0.21,0.0122946869407972,0.0132187551831054
3,0.22,0.011610801789081,0.0153295772785352
3,0.23,0.0122856847954969,0.0116786922918243
3,0.24,0.0113867988157583,0.0145919701809265
3,0.25,0.0119064144989347,0.0132483105506686
3,0.26,0.0116172680860221,0.0134418428491559
3,0.27,0.0121153490090442,0.0108580502910577
3,0.28,0.0117445819311365,0.0125333512935109
3,0.29,0.0115276930018903,0.01282314907216
3,0.3,0.0122376607760975,0.00976542781549712
3,0.31,0.0115406802229237,0.0125100475892109
3,0.32,0.0118095656015603,0.0111217737146186
3,0.33,0.0122979953614194,0.0086946814552101
3,0.34,0.0118252792644106,0.00986871128011369
3,0.35,0.0116133674901325,0.00944811321051234
3,0.36,0.0112022610591525,0.0108184476062555
4,0.06,0.0129293762575264,0.0271883982319952
4,0.07,0.0128238409935373,0.0312172292239308
4,0.08,0.0127289265836467,0.0336760090923897
4,0.09,0.0126870800301563,0.0334479005862296
4,0.1,0.0129677006626316,0.0307938410436274
4,0.11,0.0131030621348765,0.0284834127541226
4,0.12,0.0128398778137657,0.028160260031249
4,0.13,0.0131075842045372,0.0266949199973809
4,0.14,0.0132842428729094,0.0243743541091623
4,0.15,0.013429884512452,0.0221736644587032
4,0.16,0.0131384796977785,0.0223140533304577
4,0.17,0.0132141997075363,0.020739362533494
4,0.18,0.0133793805476249,0.0204912749591089
4,0.19,0.0131095057196144,0.0191357304988661
4,0.2,0.0133937487920008,0.0173569278652923
4,0.21,0.014240848564373,0.0130810410245048
4,0.22,0.0131166478619824,0.0172471764712721
4,0.23,0.0132961080225307,0.0159891163807009
4,0.24,0.0128124889091572,0.0173730272225094
4,0.25,0.0138907475247177,0.0121596140309317
4,0.26,0.0129133767552866,0.0148485223504565
4,0.27,0.0134041411359136,0.0130801150847714
4,0.28,0.0130527059255813,0.0141464884067506
4,0.29,0.0133787917437575,0.0126076483271117
4,0.3,0.0134172957789221,0.0114096916681176
4,0.31,0.0135955399697741,0.0114834894365041
4,0.32,0.0133773697553586,0.0118819380158928
4,0.33,0.0135392902311301,0.0103121791774682
4,0.34,0.013093278511535,0.0112016811580951
4,0.35,0.012517245412091,0.0129628817476571
4,0.36,0.0124848786283942,0.0130387504342798
5,0.06,0.0152115207560457,0.0275697373108559
5,0.07,0.0148972638371939,0.0350856233367249
5,0.08,0.0148227157762254,0.0372146727417628
5,0.09,0.0146508445759946,0.0375669950324656
5,0.1,0.0145259222313181,0.0379434509516733
5,0.11,0.0146140032202107,0.0383158350908114
5,0.12,0.0147647474323711,0.0342509434534855
5,0.13,0.0150801783450398,0.0299968861438817
5,0.14,0.0148997045106386,0.0284362922901085
5,0.15,0.0150596168063995,0.0282807866885085
5,0.16,0.0148366749824238,0.0264075830678442
5,0.17,0.0149710644345003,0.0258108614108231
5,0.18,0.0150574304677724,0.0243206675287869
5,0.19,0.014843132476233,0.0239462953059868
5,0.2,0.0151249451237721,0.0220040175611032
5,0.21,0.0160300557561797,0.0168485738145592
5,0.22,0.0148801558148169,0.0216283403869382
5,0.23,0.015239098851342,0.0176914363235757
5,0.24,0.0148384273987276,0.0190947914399949
5,0.25,0.0156669667820543,0.0155380970105627
5,0.26,0.0153223124751551,0.0161724943465149
5,0.27,0.015616845927897,0.0149892039752048
5,0.28,0.014672278802223,0.0174250666941954
5,0.29,0.0148875037490746,0.017157407733302
5,0.3,0.0153575139112064,0.0143603898118832
5,0.31,0.0147636339954273,0.015965953176824
5,0.32,0.0141630084548106,0.0179816725411701
5,0.33,0.015605602354565,0.0125622441275733
5,0.34,0.0142631298512323,0.0153769571164887
5,0.35,0.0148621348186505,0.0138487986355611
5,0.36,0.0143524201801781,0.0140816475086287
6,0.06,0.0168965066629141,0.0325315076302465
6,0.07,0.0165146428249485,0.0400763310237375
6,0.08,0.0166325246286588,0.0386493915930902
6,0.09,0.0160679455238517,0.0456968468634951
6,0.1,0.016356359900905,0.040405108965609
6,0.11,0.0166278055258583,0.0353576069714075
6,0.12,0.0161591143757683,0.0386054972160295
6,0.13,0.0164090130860711,0.0363554445524835
6,0.14,0.0168368425019653,0.0311972475921202
6,0.15,0.0170577697338952,0.0278770159976113
6,0.16,0.0160009896557487,0.0336344499829667
6,0.17,0.0166247973573143,0.0272161828801372
6,0.18,0.0165808693150423,0.0279360664706186
6,0.19,0.0164493080576777,0.0267254563750306
6,0.2,0.0171150558681883,0.0232304216103141
6,0.21,0.0172632116805531,0.0208218915746639
6,0.22,0.0160288343438765,0.0271396040698926
6,0.23,0.0173712530913726,0.019360816104846
6,0.24,0.0161022941518444,0.0230046063740007
6,0.25,0.0168072230596276,0.0200365801946824
6,0.26,0.016190175753898,0.0213774245511368
6,0.27,0.0172064051919527,0.0157459582858439
6,0.28,0.0161477052618986,0.0208788039847274
6,0.29,0.0161538468394548,0.0183776817405645
6,0.3,0.0170389354009487,0.0163161438744467
6,0.31,0.0168210204711287,0.0170349035244092
6,0.32,0.0159723690590876,0.0183556453977709
6,0.33,0.0176102294436046,0.0119692735177595
6,0.34,0.0161081746854163,0.015775758429314
6,0.35,0.0161281131233241,0.0161530246689828
6,0.36,0.0161986790684828,0.0151243139658635
7,0.06,0.0182911329237577,0.0291393417162018
7,0.07,0.0175040091633087,0.0427912090917611
7,0.08,0.0176792403712941,0.0405515902436477
7,0.09,0.017243469842853,0.0458906884125445
7,0.1,0.0175646690137069,0.0408865046517312
7,0.11,0.0176074128531285,0.0415774009198949
7,0.12,0.0172539728122054,0.0407228086886475
7,0.13,0.0176102029361849,0.038030322893222
7,0.14,0.0176612779524625,0.0347635364340812
7,0.15,0.017834075749156,0.0325910421614329
7,0.16,0.017597438957158,0.0314911169083961
7,0.17,0.0173966206916129,0.0314663244729358
7,0.18,0.0175532021360799,0.0291495887808954
7,0.19,0.0172336138964036,0.0302196602087068
7,0.2,0.018126617701571,0.0222269675138643
7,0.21,0.0189416937132767,0.0200140014584862
7,0.22,0.017558989398397,0.0245813126323615
7,0.23,0.0176864069213517,0.0236495423564594
7,0.24,0.0173630159358279,0.0230838725186318
7,0.25,0.0183579877973335,0.019699697376807
7,0.26,0.0169547016639133,0.0242506704977707
7,0.27,0.0183046995232016,0.0183246105095753
7,0.28,0.0174076695220617,0.0202724645980551
7,0.29,0.0170874523202447,0.0202905391729149
7,0.3,0.0172472767119342,0.0204558446592963
7,0.31,0.0175299824085973,0.0190649123188557
7,0.32,0.0167224657494461,0.0201849681254076
7,0.33,0.0176253726100272,0.0159718152727025
7,0.34,0.0178426307677327,0.0146738545821641
7,0.35,0.0168729102425239,0.0186651855454068
7,0.36,0.0165434567183242,0.0178120993720171
8,0.06,0.0186553880228602,0.0333922705636121
8,0.07,0.0180095946503465,0.0443750278217869
8,0.08,0.0179137937003781,0.0461176033500552
8,0.09,0.0175041604802978,0.0479649393530693
8,0.1,0.0181433061566224,0.0405678714128715
8,0.11,0.0173378336608639,0.0461105720047243
8,0.12,0.0178383847686212,0.0398755416132052
8,0.13,0.0178306988095362,0.0383597092972725
8,0.14,0.0181295884053296,0.0349555879301432
8,0.15,0.0178892196115781,0.035333695724692
8,0.16,0.0177785528718745,0.0351982904849723
8,0.17,0.0176662533703892,0.0346142682873649
8,0.18,0.0179071191822785,0.0321050379570988
8,0.19,0.0180829978748089,0.0290264048448145
8,0.2,0.0182283478786583,0.0283024010644617
8,0.21,0.0185170892267691,0.0233901947549041
8,0.22,0.0181175910883469,0.0244485743436802
8,0.23,0.0184903418471077,0.0214607548939975
8,0.24,0.0175776051872679,0.0242765846965812
8,0.25,0.0180954396678344,0.0222847151870507
8,0.26,0.0180160324018884,0.0223464244199586
8,0.27,0.0188499527924643,0.0180015420351545
8,0.28,0.0174356631741131,0.0231194074276126
8,0.29,0.0171888252392511,0.0212501771080984
8,0.3,0.017921501807622,0.0195640404918742
8,0.31,0.0181759973861913,0.0183867680865942
8,0.32,0.0174641715542246,0.0195018977009731
8,0.33,0.0184775892085319,0.0158562061336523
8,0.34,0.0183672117061055,0.0143944179095545
8,0.35,0.0173474227522308,0.0182826111430374
8,0.36,0.0178568433892199,0.016129262034003
9,0.06,0.0187412858305642,0.0343947293459101
9,0.07,0.0186730407204147,0.0357714515967555
9,0.08,0.0181204330788956,0.044524466932615
9,0.09,0.0180664719305577,0.0445285426462479
9,0.1,0.0178658834723354,0.0427781309582
9,0.11,0.0179990290636425,0.0418184984591184
9,0.12,0.0181975330288818,0.0396145542784735
9,0.13,0.0179183018012717,0.0411185609506786
9,0.14,0.0182692477102239,0.0353066186428258
9,0.15,0.0183927630383649,0.0344827799857303
9,0.16,0.017963493613477,0.0336671171941062
